isil,contact_index,contact_type,contact_value,source
IT-AL0034,3,telefono,+39 0131700144,contatti.xml
IT-AL0036,1,e-mail,eventi@comune.cellamonte.al.it,contatti.xml
IT-AL0036,2,e-mail,info@comune.cellamonte.al.it,contatti.xml
IT-AL0036,3,pec,cellamonte@pec.comune.cellamonte.al.it,contatti.xml
IT-AL0036,4,telefono,+39 0142488161,contatti.xml
IT-AL0036,5,url,www.comune.cellamonte.al.it,contatti.xml
IT-AL0037,1,e-mail,demografici@comune.cereseto.al.it,contatti.xml
IT-AL0037,2,e-mail,francosolange@tiscali.it,contatti.xml
IT-AL0037,3,fax,+39 0142940185,contatti.xml
IT-AL0037,4,pec,cereseto@pec.comune.cereseto.al.it,contatti.xml
IT-AL0037,5,telefono,+39 0142940185,contatti.xml
IT-AL0037,6,telefono,+39 3687597685,contatti.xml
IT-AL0037,7,url,,contatti.xml
IT-AL0038,1,e-mail,comune@comune.conzano.al.it,contatti.xml
IT-AL0038,2,pec,protocollo@pec.comune.conzano.al.it,contatti.xml
IT-AL0038,3,telefono,+39 0142925132,contatti.xml
IT-AL0038,4,url,www.comune.conzano.al.it,contatti.xml
IT-AL0040,1,e-mail,info@comune.frugarolo.al.it,contatti.xml
IT-AL0040,2,fax,+39 0131296023,contatti.xml
IT-AL0040,3,pec,protocollo.frugarolo@cert.ruparpiemonte.it,contatti.xml
IT-AL0040,4,telefono,+39 0131296022,contatti.xml
IT-AL0041,1,e-mail,biblioteca@comunedifubine.it,contatti.xml
IT-AL0041,2,fax,+39 0131778700,contatti.xml
IT-AL0041,3,pec,area.segreteria@pec.comunedifubine.it,contatti.xml
IT-AL0041,4,telefono,+39 01317781211,contatti.xml
IT-AL0041,5,url,https://www.comune.fubinemonferrato.al.it/Default.aspx,contatti.xml
IT-AL0041,6,url,https://it-it.facebook.com/pg/bibliotecacivicacomunedifubinemonferrato/about/?ref=page_internal,contatti.xml
IT-AL0046,1,e-mail,bibliotecaboffito@comunegavi.it,contatti.xml
IT-AL0046,2,fax,+39 0143643280,contatti.xml
IT-AL0046,3,pec,segreteriasindaco@pec.comunegavi.it,contatti.xml
IT-AL0046,4,telefono,+39 0143642526,contatti.xml
IT-AL0046,5,url,www.comune.gavi.al.it,contatti.xml
IT-AL0047,1,e-mail,biblioteca.giarole@libero.it,contatti.xml
IT-AL0047,2,fax,+39 014268388,contatti.xml
IT-AL0047,3,pec,protocollo@pec.comune.giarole.al.it,contatti.xml
IT-AL0047,4,telefono,+39 014268123,contatti.xml
IT-AL0047,5,url,http://www.comune.giarole.al.it/,contatti.xml
IT-AL0048,1,e-mail,info@comune.mirabellomonferrato.al.it,contatti.xml
IT-AL0048,2,pec,protocollo@pec.comune.mirabellomonferrato.al.it,contatti.xml
IT-AL0048,3,telefono,+39 014263121,contatti.xml
IT-AL0048,4,url,www.comune.mirabellomonferrato.al.it,contatti.xml
IT-AL0050,1,e-mail,info@comune.molare.al.it,contatti.xml
IT-AL0050,2,e-mail,tributi@comune.molare.al.it,contatti.xml
IT-AL0050,3,pec,info@cert.comune.molare.al.it,contatti.xml
IT-AL0050,4,telefono,+39 0143888121,contatti.xml
IT-AL0050,5,url,www.comune.molare.it,contatti.xml
IT-AL0053,1,e-mail,info@comune.montaldobormida.al.it,contatti.xml
IT-AL0053,2,telefono,+039 014385343,contatti.xml
IT-AL0053,3,telefono,+39 014385141,contatti.xml
IT-AL0053,4,url,https://www.comune.montaldobormida.al.it/Servizi?ID=147886,contatti.xml
IT-AL0054,1,e-mail,info@comune.montechiarodacqui.al.it,contatti.xml
IT-AL0054,2,fax,+39 0144321519,contatti.xml
IT-AL0054,3,pec,montechiaro.dacqui@cert.ruparpiemonte.it,contatti.xml
IT-AL0054,4,telefono,+39 014492058,contatti.xml
IT-AL0054,5,url,www.comune.montechiarodacqui.al.it,contatti.xml
IT-AL0056,1,e-mail,anagrafe@comune.morbello.al.it,contatti.xml
IT-AL0056,2,fax,+39 0144768277,contatti.xml
IT-AL0056,3,pec,comune.morbello@pec.it,contatti.xml
IT-AL0056,4,telefono,+39 0144768146,contatti.xml
IT-AL0056,5,telefono,+39 0144768146,contatti.xml
IT-AL0056,6,url,www.comune.morbello.al.it,contatti.xml
IT-AL0058,1,e-mail,demografici@comunemorsasco.it,contatti.xml
IT-AL0058,2,fax,+39 014473140,contatti.xml
IT-AL0058,3,pec,comunemorsasco@arubapec.it,contatti.xml
IT-AL0058,4,telefono,+39 014473022,contatti.xml
IT-AL0058,5,telefono,+39 014473022,contatti.xml
IT-AL0058,6,url,www.comunemorsasco.it,contatti.xml
IT-AL0060,1,e-mail,biblioteca.librialvolo@comune.noviligure.al.it,contatti.xml
IT-AL0060,2,e-mail,biblioteca.direzione@comune.noviligure.al.it,contatti.xml
IT-AL0060,3,e-mail,biblioteca.amministrazione@comune.noviligure.al.it,contatti.xml
IT-AL0060,4,fax,+39 014372592,contatti.xml
IT-AL0060,5,pec,protocollo@pec.comunenoviligure.it,contatti.xml
IT-AL0060,6,telefono,+39 014376246,contatti.xml
IT-AL0060,7,url,https://www.comune.noviligure.al.it/it/unita_organizzative/biblioteca-civica,contatti.xml
IT-AL0062,1,e-mail,info@comune.occimiano.al.it,contatti.xml
IT-AL0062,2,e-mail,segreteria@comune.occimiano.al.it,contatti.xml
IT-AL0062,3,fax,+39 0142809100,contatti.xml
IT-AL0062,4,pec,protocollo@pec.comune.occimiano.al.it,contatti.xml
IT-AL0062,5,telefono,+39 0142809131,contatti.xml
IT-AL0062,6,telefono,+39 3299147850,contatti.xml
IT-AL0062,7,url,www.comune.occimiano.al.it,contatti.xml
IT-AL0063,1,e-mail,odalengo.grande@ruparpiemonte.it,contatti.xml
IT-AL0063,2,fax,+39 0142949229,contatti.xml
IT-AL0063,3,pec,odalengo.grande@cert.ruparpiemonte.it,contatti.xml
IT-AL0063,4,telefono,+39 0142949021,contatti.xml
IT-AL0063,5,telefono,+39 0142949021,contatti.xml
IT-AL0063,6,url,http://www.comune.odalengogrande.al.it,contatti.xml
IT-AL0067,1,e-mail,biblioteca@comune.ozzanomonferrato.al.it,contatti.xml
IT-AL0067,2,e-mail,segreteria@comune.ozzanomonferrato.al.it,contatti.xml
IT-AL0067,3,fax,+39 0142487038,contatti.xml
IT-AL0067,4,pec,ozzanomonferrato@pec.comune.ozzanomonferrato.al.it,contatti.xml
IT-AL0067,5,telefono,+39 0142487153,contatti.xml
IT-AL0067,6,telefono,+39 3496810443,contatti.xml
IT-AL0067,7,url,www.facebook.com/bibliotecaozzano/,contatti.xml
IT-AL0067,8,url,www.comune.ozzanomonferrato.al.it,contatti.xml
IT-AL0070,1,e-mail,protocollo@comune.alluvionipiovera.al.it,contatti.xml
IT-AL0070,2,fax,+39 0131698070,contatti.xml
IT-AL0070,3,pec,alluvionipiovera@pcert.it,contatti.xml
IT-AL0070,4,telefono,+39 0131848121,contatti.xml
IT-AL0071,1,e-mail,info@comune.pontecurone.al.it,contatti.xml
IT-AL0071,2,fax,+39 0131886929,contatti.xml
IT-AL0071,3,pec,protocollo@pec.comune.pontecurone.al.it,contatti.xml
IT-AL0071,4,telefono,+39 0131885213,contatti.xml
IT-AL0071,5,url,https://sistemabibliotecariotortonese.it/biblioteche-aderenti/biblioteca-sandro-castelli-di-pontecurone/,contatti.xml
IT-AL0072,1,e-mail,info@comune.pontestura.al.it,contatti.xml
IT-AL0072,2,fax,+39 0142466867,contatti.xml
IT-AL0072,3,pec,pontestura@pcert.it,contatti.xml
IT-AL0072,4,telefono,+39 0142466134,contatti.xml
IT-AL0073,1,e-mail,ufficiocommercio@comune.ponzone.al.it,contatti.xml
IT-AL0073,2,fax,+39 014478362,contatti.xml
IT-AL0073,3,pec,ufficioragioneria@pec.comuneponzone.it,contatti.xml
IT-AL0073,4,telefono,+39 014478103,contatti.xml
IT-AL0073,5,telefono,+39 014478103,contatti.xml
IT-AL0074,1,e-mail,info@comune.pozzoloformigaro.al.it,contatti.xml
IT-AL0074,2,e-mail,biblioteca@comune.pozzoloformigaro.al.it,contatti.xml
IT-AL0074,3,pec,info@legalmail.it,contatti.xml
IT-AL0074,4,telefono,+39 0143417054,contatti.xml
IT-AL0075,1,e-mail,biblioteca@comune.pozzoloformigaro.al.it,contatti.xml
IT-AL0075,2,fax,+39 0143418872,contatti.xml
IT-AL0075,3,pec,info@legalmail.it,contatti.xml
IT-AL0075,4,telefono,+39 0143417054,contatti.xml
IT-AL0075,5,url,www.bibliotecapozzoloformigaro.it,contatti.xml
IT-AL0077,1,e-mail,info@comune.prasco.al.it,contatti.xml
IT-AL0077,2,pec,prasco@pcert.it,contatti.xml
IT-AL0077,3,telefono,+39 0144375703,contatti.xml
IT-AL0077,4,url,www.comune.prasco.al.it,contatti.xml
IT-AL0078,1,e-mail,lisoladelsapere@libero.it,contatti.xml
IT-AL0078,2,telefono,+39 3389204651,contatti.xml
IT-AL0078,3,url,https://sistemabibliotecariotortonese.it/biblioteche-aderenti/biblioteca-comunale-a-pesce-di-predosa/,contatti.xml
IT-AL0080,1,e-mail,biblioteca.rivalta.bormida@gmail.com,contatti.xml
IT-AL0080,2,fax,+39 0144372644,contatti.xml
IT-AL0080,3,pec,comune.rivalta.al@pec.it,contatti.xml
IT-AL0080,4,telefono,+39 0144372163,contatti.xml
IT-AL0080,5,url,https://www.comune.rivalta.al.it/Luoghi?ID=112,contatti.xml
IT-AL0082,1,e-mail,affarigenerali@comuneroccagrimalda.it,contatti.xml
IT-AL0082,2,fax,+39 0143873494,contatti.xml
IT-AL0082,3,pec,comuneroccagrimalda@legalmail.it,contatti.xml
IT-AL0082,4,telefono,+39 0143873121,contatti.xml
IT-AL0084,1,e-mail,info@comune.salamonferrato.al.it,contatti.xml
IT-AL0084,2,fax,+39 0142486721,contatti.xml
IT-AL0084,3,pec,salamonferrato@pec.comune.salamonferrato.al.it,contatti.xml
IT-AL0084,4,telefono,+39 0142486721,contatti.xml
IT-AL0084,5,url,www.comune.salamonferrato.al.it,contatti.xml
IT-AL0085,1,e-mail,biblioteca@comune.sale.al.it,contatti.xml
IT-AL0085,2,fax,+39 0131828584,contatti.xml
IT-AL0085,3,pec,sale@cert.ruparpiemonte.it,contatti.xml
IT-AL0085,4,telefono,+39 0131748841,contatti.xml
IT-AL0085,5,url,https://www.comune.sale.al.it/it-it/vivere-il-comune/cultura,contatti.xml
IT-AL0086,1,e-mail,biblotecasangiorgio@gmail.com,contatti.xml
IT-AL0086,2,fax,+39 0142806184,contatti.xml
IT-AL0086,3,pec,sangiorgiomonferrato@pec.comune.sangiorgiomonferrato.al.it,contatti.xml
IT-AL0086,4,telefono,+39 0412806121,contatti.xml
IT-AL0086,5,url,www.comune.sangiorgiomonferrato.al.it,contatti.xml
IT-AL0087,1,e-mail,biblioteca@comune.sansalvatoremonferrato.al.it,contatti.xml
IT-AL0087,2,pec,segreteriasansalvatoremonferrato@pcert.postecert.it,contatti.xml
IT-AL0087,3,telefono,+39 0131238537,contatti.xml
IT-AL0087,4,url,https://www.comune.sansalvatoremonferrato.al.it/c006154/zf/index.php/servizi-aggiuntivi/index/index/idtesto/1,contatti.xml
IT-AL0089,1,e-mail,biblioteca@comune.serravalle-scrivia.al.it,contatti.xml
IT-AL0089,2,fax,+39 0143686472,contatti.xml
IT-AL0089,3,pec,info@pec.comune.serravalle-scrivia.al.it,contatti.xml
IT-AL0089,4,telefono,+39 0143633627,contatti.xml
IT-AL0089,5,url,http://www.comune.serravalle-scrivia.al.it/it/011/biblioteca+comunale.html,contatti.xml
IT-AL0090,1,e-mail,protocollo@comunedisezzadio.it,contatti.xml
IT-AL0090,2,fax,+39 0131703240,contatti.xml
IT-AL0090,3,pec,comunesezzadio@pec.it,contatti.xml
IT-AL0090,4,telefono,+39 0131703119,contatti.xml
IT-AL0090,5,url,http;//www.comune.sezzadio.al.it,contatti.xml
IT-AL0091,1,e-mail,tecnico@comune.solero.al.it,contatti.xml
IT-AL0091,2,e-mail,info@comune.solero.al.it,contatti.xml
IT-AL0091,3,fax,+39 0131217720,contatti.xml
IT-AL0091,4,pec,protocollo@pec.comune.solero.al.it,contatti.xml
IT-AL0091,5,telefono,+39 031217213,contatti.xml
IT-AL0091,6,url,info@comune.solero.al.it,contatti.xml
IT-AL0093,1,e-mail,info@comune.spignomonferrato.al.it,contatti.xml
IT-AL0093,2,fax,+39 014491244,contatti.xml
IT-AL0093,3,pec,spigno.monferrato@cert.ruparpiemonte.it,contatti.xml
IT-AL0093,4,telefono,+39 014491155,contatti.xml
IT-AL0093,5,url,www.comune.spignomonferrato.al.it,contatti.xml
IT-AL0094,1,e-mail,biblioteca@comune.stazzano.al.it,contatti.xml
IT-AL0094,2,fax,+39 014362890,contatti.xml
IT-AL0094,3,pec,protocollo@pec.comune.stazzano.al.it,contatti.xml
IT-AL0094,4,telefono,+39 014365303,contatti.xml
IT-AL0094,5,url,www.comune.stazzano.al.it,contatti.xml
IT-AL0095,1,e-mail,biblioteca@comune.strevi.al.it,contatti.xml
IT-AL0095,2,fax,+39 0144372741,contatti.xml
IT-AL0095,3,pec,comune.strevi.al@pec.it,contatti.xml
IT-AL0095,4,telefono,+39 0144363124,contatti.xml
IT-AL0099,1,e-mail,info@comune.ticineto.al.it,contatti.xml
IT-AL0099,2,fax,+39 0142411600,contatti.xml
IT-AL0099,3,pec,protocollo@pec.comune.ticineto.al.it,contatti.xml
IT-AL0099,4,telefono,+39 0142411117,contatti.xml
IT-AL0099,5,url,https://www.comune.ticineto.al.it/it-it/home,contatti.xml
IT-AL0100,1,e-mail,biblioteca@comune.tortona.al.it,contatti.xml
IT-AL0100,2,pec,comune.tortona@pec.it,contatti.xml
IT-AL0100,3,telefono,+39 0131864444,contatti.xml
IT-AL0100,4,url,https://www.comune.tortona.al.it/it/luoghi/biblioteca-civica,contatti.xml
IT-AL0101,1,e-mail,beniculturali@diocesitortona.it,contatti.xml
IT-AL0101,2,fax,+39 0131.816607,contatti.xml
IT-AL0101,3,telefono,+39 0131.816609,contatti.xml
IT-AL0101,4,url,https://www.beweb.chiesacattolica.it/istituticulturali/istituto/1213/Biblioteca+diocesana+del+Seminario+di+Tortona,contatti.xml
IT-AL0102,1,e-mail,bibliotecaspina@virgilio.it,contatti.xml
IT-AL0102,2,pec,treville@pec.comune.treville.al.it,contatti.xml
IT-AL0102,3,telefono,+39 0142487428,contatti.xml
IT-AL0102,4,url,www.comune.treville.al.it,contatti.xml
IT-AL0104,1,e-mail,biblioteca@comune.valenza.al.it,contatti.xml
IT-AL0104,2,fax,+39 0131946082,contatti.xml
IT-AL0104,3,pec,culltura@cert.comune.valenza.al.it,contatti.xml
IT-AL0104,4,telefono,+39 0131949286,contatti.xml
IT-AL0104,5,url,https://www.comune.valenza.al.it/it-it/amministrazione/uffici/biblioteca-centro-comunale-di-cultura-4052-1-7c8f3bcea5b53384fc83c280e1dec75f,contatti.xml
IT-AL0105,1,e-mail,anagrafe@comune.valmacca.al.it,contatti.xml
IT-AL0105,2,e-mail,biblioteca@comune.valmacca.al.it,contatti.xml
IT-AL0105,3,fax,+39 0142410576,contatti.xml
IT-AL0105,4,pec,protocollo@pec.comune.valmacca.al.it,contatti.xml
IT-AL0105,5,telefono,+39 0142410154,contatti.xml
IT-AL0105,6,url,https://www.comune.valmacca.al.it/Home/Menu?IDVoceMenu=217820,contatti.xml
IT-AL0106,1,e-mail,biblioteca@comune.vignoleborbera.al.it,contatti.xml
IT-AL0106,2,fax,+39 014367302,contatti.xml
IT-AL0106,3,pec,protocollo@pec.comune.vignoleborbera.al.it,contatti.xml
IT-AL0106,4,telefono,+39 0143343612,contatti.xml
IT-AL0106,5,url,www.comune.vignoleborbera.al.it/it-it/amministrazione/uffici/servizi/biblioteca-comunale-5301-1-ac95aa4518bf01863202d2882b826507,contatti.xml
IT-AL0108,1,e-mail,biblioteca@comune.villanovamonferrato.al.it,contatti.xml
IT-AL0108,2,fax,+39 0142483705,contatti.xml
IT-AL0108,3,pec,villanovamonferrato@pcert.it,contatti.xml
IT-AL0108,4,telefono,+39 0142483121,contatti.xml
IT-AL0108,5,url,https://www.comune.villanovamonferrato.al.it/it-it/servizi/vivere-il-tempo-libero-e-la-cultura-c/biblioteca-132-35-1-bab4c5adfc74c53e0771c83e6543fd2a,contatti.xml
IT-AL0108,6,url,www.facebook.com/G.Demich.biblio/,contatti.xml
IT-AL0110,1,e-mail,bibliotecabasaluzzo@gmail.com,contatti.xml
IT-AL0110,2,fax,+39 0143489370,contatti.xml
IT-AL0110,3,pec,amministrazione-basaluzzo@pec.it,contatti.xml
IT-AL0110,4,telefono,+39 0143489107,contatti.xml
IT-AL0110,5,url,www.bibliotecabasaluzzo.wordpress.com,contatti.xml
IT-AL0112,1,e-mail,bibliotecacabella@gmail.com,contatti.xml
IT-AL0112,2,e-mail,cabella.ligure@ruparpiemonte.it,contatti.xml
IT-AL0112,3,fax,+39 0143919700,contatti.xml
IT-AL0112,4,pec,cabella.ligure@cert.ruparpiemonte.it,contatti.xml
IT-AL0112,5,telefono,+39 014399430,contatti.xml
IT-AL0112,6,url,www.comune.cabellaligure.al.it,contatti.xml
IT-AL0114,1,e-mail,bibliote@comune.casale-monferrato.al.it,contatti.xml
IT-AL0114,2,e-mail,lmantovani@comune.casale-monferrato.al.it,contatti.xml
IT-AL0114,3,pec,protocollo@pec.comune.casale-monferrato.al.it,contatti.xml
IT-AL0114,4,telefono,+39 0142444246,contatti.xml
IT-AL0114,5,telefono,+39 0142444323,contatti.xml
IT-AL0114,6,url,https://comune.casale-monferrato.al.it/vivere-il-comune/luoghi/biblioteca/,contatti.xml
IT-AL0118,1,e-mail,castelletto.merli@ruparpiemonte.it,contatti.xml
IT-AL0118,2,fax,+39 0141918123,contatti.xml
IT-AL0118,3,pec,protocollo.castelletto.merli@cert.ruparpiemonte.it,contatti.xml
IT-AL0118,4,telefono,+39 0141918123,contatti.xml
IT-AL0118,5,url,http://www.comune.castellettomerli.al.it/,contatti.xml
IT-AL0119,1,e-mail,protocollo@comune.cerrina.al.it,contatti.xml
IT-AL0119,2,fax,+39 0142943817,contatti.xml
IT-AL0119,3,pec,comune.cerrina@pec.it,contatti.xml
IT-AL0119,4,telefono,+39 0142943421,contatti.xml
IT-AL0119,5,url,www.comune.cerrina.al.it,contatti.xml
IT-AL0120,1,e-mail,biblioteca.felizzano@gmail.com,contatti.xml
IT-AL0120,2,fax,+39 0131772629,contatti.xml
IT-AL0120,3,pec,protocollo@pec.comune.felizzano.al.it,contatti.xml
IT-AL0120,4,telefono,+39 0131791122,contatti.xml
IT-AL0120,5,url,https://bibliotecadifelizzano.wordpress.com/,contatti.xml
IT-AL0122,1,e-mail,biblioteca@comune.fresonara.al.it,contatti.xml
IT-AL0122,2,fax,+39 0143 480385,contatti.xml
IT-AL0122,3,pec,protocollo@pec.comune.fresonara.al.it,contatti.xml
IT-AL0122,4,telefono,+39 0143480166,contatti.xml
IT-AL0122,5,url,comune.fresonara.al.it/servizio/biblioteca-comunale/,contatti.xml
IT-AL0123,1,e-mail,biblioteca@comune.ovada.al.it,contatti.xml
IT-AL0123,2,pec,posta@pec.comune.ovada.al.it,contatti.xml
IT-AL0123,3,telefono,+39 014381774,contatti.xml
IT-AL0123,4,url,https://www.comune.ovada.al.it/vivere_il_comune/luoghi/luogo_21.html,contatti.xml
IT-AL0124,1,e-mail,info@comune.pietramarazzi.al.it,contatti.xml
IT-AL0124,2,e-mail,aiachino@comune.pietramarazzi.al.it,contatti.xml
IT-AL0124,3,fax,+39 0131355124,contatti.xml
IT-AL0124,4,pec,info@pec.comune.pietramarazzi.al.it,contatti.xml
IT-AL0124,5,telefono,+39 0131355124,contatti.xml
IT-AL0124,6,telefono,+39 3381908085,contatti.xml
IT-AL0124,7,url,www.comune.pietramarazzi.al.it,contatti.xml
IT-AL0127,1,e-mail,ragioneria@comunevignalemonferrato.al.it,contatti.xml
IT-AL0127,2,e-mail,al507623@yahoo.it,contatti.xml
IT-AL0127,3,fax,+39 0142933651,contatti.xml
IT-AL0127,4,pec,protocollo@pec.comune.vignalemonferrato.al.it,contatti.xml
IT-AL0127,5,telefono,+39 0142933001,contatti.xml
IT-AL0127,6,telefono,+39 331086865,contatti.xml
IT-AL0127,7,url,https://www.comune.vignalemonferrato.al.it/it/page/biblioteca-comunale-415ffcd3-8f6c-40c3-b6cc-6904e321e808,contatti.xml
IT-AL0128,1,e-mail,biblioteca@comune.viguzzolo.al.it,contatti.xml
IT-AL0128,2,fax,+39 0131898611,contatti.xml
IT-AL0128,3,pec,protocollo@pec.comune.viguzzolo.al.it,contatti.xml
IT-AL0128,4,telefono,+39 01311953891,contatti.xml
IT-AL0128,5,url,www.comune.viguzzolo.al.it,contatti.xml
IT-AL0130,1,e-mail,at007@biblioteche.ruparpiemonte.it,contatti.xml
IT-AL0130,2,fax,+39 0144.55265,contatti.xml
IT-AL0130,3,telefono,+39 3515758936,contatti.xml
IT-AL0130,4,url,https://www.beweb.chiesacattolica.it/istituticulturali/istituto/1275/Biblioteca+del+Seminario+vescovile+monsignor+C.+G.+Capra,contatti.xml
IT-AL0130,5,url,http://www.diocesiacqui-piemonte.it/biblioteca-diocesana/,contatti.xml
IT-AL0134,1,e-mail,biblioteca@conservatoriovivaldi.it,contatti.xml
IT-AL0134,2,fax,+39 0131236971,contatti.xml
IT-AL0134,3,pec,consal@pec.conservatoriovivaldi.it,contatti.xml
IT-AL0134,4,telefono,+39 0131231253,contatti.xml
IT-AL0134,5,url,https://www.conservatoriovivaldi.it/biblioteca-carlo-mosso/,contatti.xml
IT-AL0135,1,e-mail,biblioteca@isral.it,contatti.xml
IT-AL0135,2,pec,isral@pec.it,contatti.xml
IT-AL0135,3,telefono,+39 0131443861,contatti.xml
IT-AL0135,4,url,https://www.isral.it/la-biblioteca/,contatti.xml
IT-AL0143,1,telefono,+39 0144322078,contatti.xml
IT-AL0144,1,fax,+39 0131235883,contatti.xml
IT-AL0144,2,telefono,+39 0131203111,contatti.xml
IT-AL0145,1,e-mail,info@gva-acqui.org,contatti.xml
IT-AL0145,2,pec,info@pec.gva-acqui.org,contatti.xml
IT-AL0145,3,telefono,0144356346,contatti.xml
IT-AL0145,4,url,http://www.gva-acqui.org/,contatti.xml
IT-AL0149,1,fax,+39 0142940163,contatti.xml
IT-AL0149,2,telefono,+39 0142940467,contatti.xml
IT-AL0151,1,e-mail,samato@comune.alluvionipiovera.al.it,contatti.xml
IT-AL0151,2,pec,alluvionipiovera@pcert.it,contatti.xml
IT-AL0151,3,telefono,+39 031848121,contatti.xml
IT-AL0151,4,url,https://www.comune.alluvionipiovera.al.it/it-it/vivere-il-comune/cultura/biblioteca-civica-federico-ragni-41649-1-dd6fce26b5354553d093e31f43e4836b,contatti.xml
IT-AL0152,1,e-mail,info@accademiaurbense.it,contatti.xml
IT-AL0152,2,e-mail,posta@accademiaurbense.it,contatti.xml
IT-AL0152,3,fax,+39 0143321980,contatti.xml
IT-AL0152,4,telefono,+39 014381615,contatti.xml
IT-AL0152,5,url,www.accademiaurbense.it,contatti.xml
IT-AL0153,1,e-mail,biblioteca.orti.poloalessandria@uniupo.it,contatti.xml
IT-AL0153,2,telefono,+39 0131360381,contatti.xml
IT-AL0153,3,telefono,+39 0131360382,contatti.xml
IT-AL0153,4,url,https://disit.uniupo.it/biblioteca,contatti.xml
IT-AL0158,1,e-mail,centrodocumentazione@ospedale.al.it,contatti.xml
IT-AL0158,2,fax,+39 0131206836,contatti.xml
IT-AL0158,3,telefono,0131206499,contatti.xml
IT-AL0158,4,url,www.ospedale.al.it/biblioteca-centro-documentazione,contatti.xml
IT-AL0159,1,e-mail,info@comune.camagnamonferrato.al.it,contatti.xml
IT-AL0159,2,pec,protocollo@pec.comune.camagnamonferrato.al.it,contatti.xml
IT-AL0159,3,telefono,+39 0142925121,contatti.xml
IT-AL0159,4,url,https://comune.camagnamonferrato.al.it/servizio/biblioteca-comunale/,contatti.xml
IT-AL0161,1,e-mail,info@comune.sardigliano.al.it,contatti.xml
IT-AL0161,2,pec,segretariocomunale.sardigliano@cert.ruparpiemonte.it,contatti.xml
IT-AL0161,3,telefono,+39 014349000,contatti.xml
IT-AL0161,4,telefono,+39 014349000,contatti.xml
IT-AL0161,5,url,www.comune.sardigliano.al.it,contatti.xml
IT-AL0162,1,telefono,+39 0131861166,contatti.xml
IT-AL0164,1,e-mail,centrodocumentazione@ospedale.al.it,contatti.xml
IT-AL0164,2,fax,+39 0131206836,contatti.xml
IT-AL0164,3,telefono,+39 031206499,contatti.xml
IT-AL0164,4,url,https://www.ospedale.al.it/biblioteca-centro-documentazione/,contatti.xml
IT-AL0165,1,e-mail,bibliotecabalzola@gmail.com,contatti.xml
IT-AL0165,2,e-mail,elettorale@comune.balzola.al.it,contatti.xml
IT-AL0165,3,pec,balzola@pcert.it,contatti.xml
IT-AL0165,4,telefono,+39 0142804106,contatti.xml
IT-AL0165,5,telefono,+39 0142804131,contatti.xml
IT-AL0165,6,url,www.comune.balzola.al.it,contatti.xml
IT-AL0166,1,e-mail,info@comune.terruggia.al.it,contatti.xml
IT-AL0166,2,pec,terruggia@pec.comune.terruggia.al.it,contatti.xml
IT-AL0166,3,telefono,+39 0142401400,contatti.xml
IT-AL0166,4,url,www.comune.terruggia.al.it,contatti.xml
IT-AL0166,5,url,https://www.comune.terruggia.al.it/it/point-of-interest/743834,contatti.xml
IT-AL0168,1,e-mail,ALIC824003@istruzione.it,contatti.xml
IT-AL0168,2,fax,+39 0142599813,contatti.xml
IT-AL0168,3,pec,alic824003@pec.istruzione.it,contatti.xml
